ObjectId,linka_1,licence_1,spoj_1,dopravce_1,tarifni_cislo_1,prijezd_1,ceka_1,odjezd_1,zastavka_crz,zastavka_nazev,vycka,typ,linka_2,licence_2,spoj_2,dopravce_2,z_do,cas,dp_id
2121,IREDO 375,642375,103,CDS s.r.o. Náchod,21,2021/10/08 09:45:00+00,2,2021/10/08 09:46:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,105,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 09:38:00+00,CDAL2200
2122,IREDO 376,641376,47,P-transport s.r.o.  ,16,2021/10/08 15:57:00+00,0,2021/10/08 15:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:51:00+00,CDAL2256
2123,IREDO 366,641366,7,P-transport s.r.o.  ,3,2021/10/08 10:50:00+00,0,2021/10/08 10:50:00+00,51624,"Meziměstí,žel.st.",5,vlak,VLAK,1850,,"České dráhy, a.s.",Starkoč,2021/10/08 10:38:00+00,CDAL2056
2124,IREDO 396,662396,104,AUDIS BUS s.r.o.,14,2021/10/08 11:25:00+00,1,2021/10/08 11:26:00+00,243,"Bačetín,ObÚ",10,bus,IREDO 193,611193,104,BusLine KHK s.r.o.,,2021/10/08 11:25:00+00,CDAL2307
2125,IREDO 376,641376,51,P-transport s.r.o.  ,16,2021/10/08 16:57:00+00,0,2021/10/08 16:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1862,,"České dráhy, a.s.",Starkoč,2021/10/08 16:50:59+00,CDAL2257
2126,IREDO 366,641366,11,P-transport s.r.o.  ,3,2021/10/08 12:25:00+00,0,2021/10/08 12:25:00+00,51624,"Meziměstí,žel.st.",5,vlak,VLAK,1859,,"České dráhy, a.s.",Broumov,2021/10/08 12:16:00+00,CDAL2057
2127,IREDO 376,641376,53,P-transport s.r.o.  ,16,2021/10/08 17:57:00+00,0,2021/10/08 17:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1864,,"České dráhy, a.s.",Starkoč,2021/10/08 17:51:00+00,CDAL2258
2128,IREDO 375,642375,115,CDS s.r.o. Náchod,21,2021/10/08 15:45:00+00,2,2021/10/08 15:46:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,111,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 15:43:00+00,CDAL2206
2129,IREDO 366,641366,13,P-transport s.r.o.  ,3,2021/10/08 12:59:59+00,0,2021/10/08 12:59:59+00,51624,"Meziměstí,žel.st.",5,bus,IREDO 371,641371,1,CDS s.r.o. Náchod,Broumov,2021/10/08 12:55:00+00,CDAL2058
2130,IREDO 376,641376,57,P-transport s.r.o.  ,16,2021/10/08 20:10:00+00,0,2021/10/08 20:10:00+00,2897,"Broumov,Olivětín,žel.st.",10,vlak,VLAK,1868,,"České dráhy, a.s.",Starkoč,2021/10/08 19:50:59+00,CDAL2259
2131,IREDO 375,642375,117,CDS s.r.o. Náchod,1,2021/10/08 18:04:59+00,0,2021/10/08 18:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1864,,"České dráhy, a.s.",Starkoč,2021/10/08 17:56:00+00,CDAL2207
2132,IREDO 375,642375,117,CDS s.r.o. Náchod,21,2021/10/08 18:45:00+00,2,2021/10/08 18:46:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,110,CDS s.r.o. Náchod,Stárkov,2021/10/08 18:35:00+00,CDAL2208
2133,IREDO 375,642375,135,CDS s.r.o. Náchod,1,2021/10/08 10:34:59+00,0,2021/10/08 10:34:59+00,2885,"Broumov,žel.st.",5,bus,IREDO 372,641372,104,P-transport s.r.o.,Otovice,2021/10/08 10:33:00+00,CDAL2209
2134,IREDO 375,642375,139,CDS s.r.o. Náchod,1,2021/10/08 17:05:00+00,0,2021/10/08 17:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1862,,"České dráhy, a.s.",Starkoč,2021/10/08 16:56:00+00,CDAL2210
2135,IREDO 375,642375,139,CDS s.r.o. Náchod,21,2021/10/08 17:45:00+00,2,2021/10/08 17:47:00+00,10883,"Hronov,aut.st.",10,bus,IREDO 340,642340,113,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 17:38:00+00,CDAL2211
2136,IREDO 375,642375,143,CDS s.r.o. Náchod,21,2021/10/08 19:20:00+00,2,2021/10/08 19:21:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 352,642352,28,CDS s.r.o. Náchod,Žďárky,2021/10/08 19:12:59+00,CDAL2212
2137,IREDO 375,642375,235,CDS s.r.o. Náchod,1,2021/10/08 16:05:00+00,0,2021/10/08 16:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:56:00+00,CDAL2213
2138,IREDO 375,642375,235,CDS s.r.o. Náchod,12,2021/10/08 16:28:00+00,2,2021/10/08 16:30:00+00,27457,"Police n.Met.,aut.st.",5,bus,IREDO 360,641360,158,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 16:25:00+00,CDAL2214
2139,IREDO 375,642375,8,CDS s.r.o. Náchod,12,2021/10/08 03:23:00+00,2,2021/10/08 03:25:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,2,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 03:19:00+00,CDAL2215
2140,IREDO 375,642375,8,CDS s.r.o. Náchod,21,2021/10/08 03:06:00+00,2,2021/10/08 03:08:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,3,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 03:06:00+00,CDAL2216
2141,IREDO 375,642375,8,CDS s.r.o. Náchod,33,2021/10/08 02:50:00+00,0,2021/10/08 02:50:00+00,22487,"Náchod,aut.st.",5,bus,IREDO 305,662305,4,AUDIS BUS s.r.o.,Nové Město n. M.,2021/10/08 02:48:00+00,CDAL2217
2142,IREDO 375,642375,8,CDS s.r.o. Náchod,33,2021/10/08 02:50:00+00,0,2021/10/08 02:50:00+00,22487,"Náchod,aut.st.",5,bus,IREDO 306,662306,2,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 02:48:00+00,CDAL2218
2143,IREDO 375,642375,10,CDS s.r.o. Náchod,21,2021/10/08 03:41:00+00,2,2021/10/08 03:43:00+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,31,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 03:36:00+00,CDAL2219
2144,IREDO 375,642375,12,CDS s.r.o. Náchod,12,2021/10/08 04:28:00+00,2,2021/10/08 04:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,4,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 04:25:00+00,CDAL2220
2145,IREDO 375,642375,12,CDS s.r.o. Náchod,15,2021/10/08 04:21:00+00,0,2021/10/08 04:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1838,,"České dráhy, a.s.",Starkoč,2021/10/08 04:15:00+00,CDAL2221
2146,IREDO 375,642375,12,CDS s.r.o. Náchod,20,2021/10/08 04:15:00+00,0,2021/10/08 04:15:00+00,10903,"Hronov,Žabokrky,žel.zast.",5,bus,IREDO 351,642351,2,CDS s.r.o. Náchod,Stárkov,2021/10/08 04:11:00+00,CDAL2222
2147,IREDO 375,642375,12,CDS s.r.o. Náchod,21,2021/10/08 04:11:00+00,2,2021/10/08 04:12:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,69,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 04:08:00+00,CDAL2223
2148,IREDO 375,642375,14,CDS s.r.o. Náchod,20,2021/10/08 04:44:59+00,0,2021/10/08 04:44:59+00,10903,"Hronov,Žabokrky,žel.zast.",3,bus,IREDO 351,642351,20,CDS s.r.o. Náchod,Stárkov,2021/10/08 04:38:00+00,CDAL2224
2149,IREDO 375,642375,14,CDS s.r.o. Náchod,21,2021/10/08 04:41:00+00,2,2021/10/08 04:43:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,33,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 04:38:00+00,CDAL2225
2150,IREDO 375,642375,14,CDS s.r.o. Náchod,21,2021/10/08 04:41:00+00,2,2021/10/08 04:43:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 352,642352,6,CDS s.r.o. Náchod,Žďárky,2021/10/08 04:40:00+00,CDAL2226
2151,IREDO 375,642375,16,CDS s.r.o. Náchod,12,2021/10/08 08:28:00+00,2,2021/10/08 08:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,12,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 08:25:00+00,CDAL2227
2152,IREDO 375,642375,16,CDS s.r.o. Náchod,15,2021/10/08 08:21:00+00,0,2021/10/08 08:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1846,,"České dráhy, a.s.",Starkoč,2021/10/08 08:15:00+00,CDAL2228
2153,IREDO 375,642375,22,CDS s.r.o. Náchod,15,2021/10/08 07:21:00+00,0,2021/10/08 07:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1844,,"České dráhy, a.s.",Starkoč,2021/10/08 07:15:00+00,CDAL2229
2154,IREDO 375,642375,28,CDS s.r.o. Náchod,20,2021/10/08 10:44:59+00,0,2021/10/08 10:44:59+00,10903,"Hronov,Žabokrky,žel.zast.",3,bus,IREDO 351,642351,22,CDS s.r.o. Náchod,Stárkov,2021/10/08 10:38:00+00,CDAL2230
2155,IREDO 375,642375,28,CDS s.r.o. Náchod,21,2021/10/08 10:41:00+00,2,2021/10/08 10:43:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 352,89,4,CDS s.r.o. Náchod,Kudowa Zdroj,2021/10/08 10:36:00+00,CDAL2231
2156,IREDO 400,691400,1,AUDIS BUS s.r.o.,3,2021/10/08 15:36:59+00,0,2021/10/08 15:36:59+00,40418,"Vrchlabí,aut.st.",5,bus,IREDO 405,690405,8,KAD spol. s r.o.,Nová Paka,2021/10/08 15:33:59+00,CDAL2308
2157,IREDO 375,642375,38,CDS s.r.o. Náchod,21,2021/10/08 12:56:00+00,2,2021/10/08 12:58:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 352,642352,18,CDS s.r.o. Náchod,Žďárky,2021/10/08 12:55:00+00,CDAL2232
2158,IREDO 375,642375,50,CDS s.r.o. Náchod,22,2021/10/08 19:21:59+00,0,2021/10/08 19:21:59+00,52895,"Hronov,žel.st.",10,vlak,VLAK,1868,,"České dráhy, a.s.",Starkoč,2021/10/08 19:08:00+00,CDAL2233
2159,IREDO 375,642375,62,CDS s.r.o. Náchod,15,2021/10/08 10:21:00+00,0,2021/10/08 10:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1850,,"České dráhy, a.s.",Starkoč,2021/10/08 10:15:00+00,CDAL2234
2160,IREDO 375,642375,64,CDS s.r.o. Náchod,21,2021/10/08 11:41:00+00,2,2021/10/08 11:42:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,17,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 11:38:00+00,CDAL2235
2161,IREDO 375,642375,68,CDS s.r.o. Náchod,15,2021/10/08 13:21:00+00,0,2021/10/08 13:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1856,,"České dráhy, a.s.",Starkoč,2021/10/08 13:15:00+00,CDAL2236
2162,IREDO 375,642375,68,CDS s.r.o. Náchod,20,2021/10/08 13:15:00+00,0,2021/10/08 13:15:00+00,10903,"Hronov,Žabokrky,žel.zast.",3,bus,IREDO 351,642351,50,CDS s.r.o. Náchod,Stárkov,2021/10/08 13:08:00+00,CDAL2237
2163,IREDO 375,642375,68,CDS s.r.o. Náchod,21,2021/10/08 13:11:00+00,2,2021/10/08 13:12:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,47,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 13:08:00+00,CDAL2238
2164,IREDO 375,642375,104,CDS s.r.o. Náchod,15,2021/10/08 05:21:00+00,0,2021/10/08 05:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1840,,"České dráhy, a.s.",Starkoč,2021/10/08 05:15:00+00,CDAL2239
2165,IREDO 375,642375,110,CDS s.r.o. Náchod,15,2021/10/08 10:21:00+00,0,2021/10/08 10:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1850,,"České dráhy, a.s.",Starkoč,2021/10/08 10:15:00+00,CDAL2240
2166,IREDO 375,642375,114,CDS s.r.o. Náchod,12,2021/10/08 12:27:59+00,2,2021/10/08 12:30:00+00,27457,"Police n.Met.,aut.st.",5,bus,IREDO 360,641360,154,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 12:25:00+00,CDAL2241
2167,IREDO 375,642375,116,CDS s.r.o. Náchod,12,2021/10/08 14:28:00+00,2,2021/10/08 14:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,22,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 14:25:00+00,CDAL2242
2168,IREDO 375,642375,120,CDS s.r.o. Náchod,12,2021/10/08 16:28:00+00,2,2021/10/08 16:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,30,CDS s.r.o. Náchod,Teplice nad Met.,2021/10/08 16:25:00+00,CDAL2243
2169,IREDO 376,641376,7,P-transport s.r.o.  ,11,2021/10/08 04:55:00+00,0,2021/10/08 04:55:00+00,2885,"Broumov,žel.st.",5,bus,IREDO 375,642375,12,CDS s.r.o. Náchod,Náchod,2021/10/08 04:53:00+00,CDAL2244
2170,IREDO 376,641376,13,P-transport s.r.o.  ,16,2021/10/08 06:57:00+00,0,2021/10/08 06:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1842,,"České dráhy, a.s.",Starkoč,2021/10/08 06:51:00+00,CDAL2245
2171,IREDO 376,641376,15,P-transport s.r.o.  ,16,2021/10/08 07:55:00+00,0,2021/10/08 07:55:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1844,,"České dráhy, a.s.",Starkoč,2021/10/08 07:50:59+00,CDAL2246
2172,IREDO 376,641376,17,P-transport s.r.o.  ,16,2021/10/08 08:57:00+00,0,2021/10/08 08:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1846,,"České dráhy, a.s.",Starkoč,2021/10/08 08:51:00+00,CDAL2247
2173,IREDO 376,641376,19,P-transport s.r.o.  ,16,2021/10/08 09:55:00+00,0,2021/10/08 09:55:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:51:00+00,CDAL2248
2174,IREDO 376,641376,23,P-transport s.r.o.  ,16,2021/10/08 10:57:00+00,0,2021/10/08 10:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1850,,"České dráhy, a.s.",Starkoč,2021/10/08 10:50:59+00,CDAL2249
2175,IREDO 376,641376,29,P-transport s.r.o.  ,11,2021/10/08 11:50:00+00,0,2021/10/08 11:50:00+00,2885,"Broumov,žel.st.",5,bus,IREDO 371,641371,42,P-transport s.r.o.,Teplice n. Met.,2021/10/08 11:42:59+00,CDAL2250
2176,IREDO 376,641376,113,P-transport s.r.o.  ,16,2021/10/08 09:55:00+00,0,2021/10/08 09:55:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:51:00+00,CDAL2260
2177,IREDO 400,691400,3,AUDIS BUS s.r.o.,3,2021/10/08 10:37:00+00,0,2021/10/08 10:37:00+00,40418,"Vrchlabí,aut.st.",3,bus,IREDO 530,691530,11,AUDIS BUS s.r.o.,Špindlerův Mlýn,2021/10/08 10:28:00+00,CDAL2309
2178,IREDO 366,641366,15,P-transport s.r.o.  ,3,2021/10/08 13:55:00+00,0,2021/10/08 13:55:00+00,51624,"Meziměstí,žel.st.",5,vlak,VLAK,1856,,"České dráhy, a.s.",Starkoč,2021/10/08 13:38:00+00,CDAL2059
2179,IREDO 376,641376,115,P-transport s.r.o.  ,16,2021/10/08 11:55:00+00,0,2021/10/08 11:55:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1852,,"České dráhy, a.s.",Starkoč,2021/10/08 11:51:00+00,CDAL2261
2180,IREDO 400,691400,3,AUDIS BUS s.r.o.,16,2021/10/08 10:56:00+00,4,2021/10/08 11:00:00+00,30484,"Rudník,pošta",5,bus,IREDO 460,691460,20,AUDIS BUS s.r.o.,Hostinné,2021/10/08 10:55:00+00,CDAL2310
2181,IREDO 376,641376,147,P-transport s.r.o.  ,11,2021/10/08 15:43:59+00,0,2021/10/08 15:43:59+00,2885,"Broumov,žel.st.",10,bus,IREDO 371,641371,108,P-transport s.r.o.,Meziměstí,2021/10/08 15:43:00+00,CDAL2262
2182,IREDO 400,691400,5,AUDIS BUS s.r.o.,16,2021/10/08 16:56:00+00,4,2021/10/08 17:00:00+00,30484,"Rudník,pošta",10,bus,IREDO 460,691460,38,AUDIS BUS s.r.o.,Hostinné,2021/10/08 16:59:00+00,CDAL2311
2183,IREDO 366,641366,17,P-transport s.r.o.  ,3,2021/10/08 17:19:59+00,0,2021/10/08 17:19:59+00,51624,"Meziměstí,žel.st.",10,vlak,VLAK,25153,,"České dráhy, a.s.",Broumov,2021/10/08 17:16:00+00,CDAL2060
2184,IREDO 376,641376,147,P-transport s.r.o.  ,11,2021/10/08 15:43:59+00,0,2021/10/08 15:43:59+00,2885,"Broumov,žel.st.",10,bus,IREDO 376,641376,45,P-transport s.r.o.,Křinice,2021/10/08 15:43:00+00,CDAL2263
2185,IREDO 400,691400,9,AUDIS BUS s.r.o.,3,2021/10/08 03:33:59+00,0,2021/10/08 03:33:59+00,40418,"Vrchlabí,aut.st.",3,bus, IDOL 963,670963,1,BusLine LK s.r.o. ,Jilemnice,2021/10/08 03:25:00+00,CDAL2312
2186,IREDO 376,641376,147,P-transport s.r.o.  ,16,2021/10/08 15:57:00+00,0,2021/10/08 15:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:51:00+00,CDAL2264
2187,IREDO 370,671370,5,BusLine KHK s.r.o.  ,19,2021/10/08 06:30:00+00,5,2021/10/08 06:35:00+00,13196,"Jičín,aut.st.",3,bus, IDOL 501,670501,7,BusLine LK s.r.o. ,Semily,2021/10/08 06:27:59+00,CDAL2061
2188,IREDO 400,691400,9,AUDIS BUS s.r.o.,3,2021/10/08 03:33:59+00,0,2021/10/08 03:33:59+00,40418,"Vrchlabí,aut.st.",3,bus,IREDO 455,691455,2,AUDIS BUS s.r.o.,Dolní Kalná,2021/10/08 03:24:00+00,CDAL2313
2189,IREDO 376,641376,153,P-transport s.r.o.  ,16,2021/10/08 17:57:00+00,0,2021/10/08 17:57:00+00,2897,"Broumov,Olivětín,žel.st.",5,vlak,VLAK,1864,,"České dráhy, a.s.",Starkoč,2021/10/08 17:51:00+00,CDAL2265
2190,IREDO 370,671370,15,BusLine KHK s.r.o.  ,19,2021/10/08 16:30:00+00,5,2021/10/08 16:34:59+00,13196,"Jičín,aut.st.",5,bus, IDOL 501,671501,23,BusLine KHK s.r.o.,Semily,2021/10/08 16:28:00+00,CDAL2062
2191,IREDO 400,691400,9,AUDIS BUS s.r.o.,3,2021/10/08 03:33:59+00,0,2021/10/08 03:33:59+00,40418,"Vrchlabí,aut.st.",3,bus,IREDO 530,692530,2,BusLine KHK s.r.o.,Nová Paka,2021/10/08 03:25:00+00,CDAL2314
2192,IREDO 376,641376,28,P-transport s.r.o.  ,11,2021/10/08 12:25:00+00,0,2021/10/08 12:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 375,642375,64,CDS s.r.o. Náchod,Náchod,2021/10/08 12:23:00+00,CDAL2266
2193,IREDO 370,671370,6,BusLine KHK s.r.o.  ,19,2021/10/08 07:25:00+00,5,2021/10/08 07:30:00+00,13196,"Jičín,aut.st.",3,bus,IREDO 406,631406,56,BusLine KHK s.r.o.,Nová Paka,2021/10/08 07:28:00+00,CDAL2063
2194,IREDO 400,691400,9,AUDIS BUS s.r.o.,16,2021/10/08 03:53:00+00,2,2021/10/08 03:55:00+00,30484,"Rudník,pošta",5,bus,IREDO 460,691460,4,AUDIS BUS s.r.o.,Hostinné,2021/10/08 03:51:00+00,CDAL2315
2195,IREDO 376,641376,32,P-transport s.r.o.  ,11,2021/10/08 13:25:00+00,0,2021/10/08 13:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 375,641375,76,CDS s.r.o. Náchod,Náchod,2021/10/08 13:23:00+00,CDAL2267
2196,IREDO 376,641376,40,P-transport s.r.o.  ,11,2021/10/08 14:25:00+00,0,2021/10/08 14:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 305,642305,256,CDS s.r.o. Náchod,Hradec Králové,2021/10/08 14:23:00+00,CDAL2268
2197,IREDO 376,641376,40,P-transport s.r.o.  ,11,2021/10/08 14:25:00+00,0,2021/10/08 14:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 305,642305,56,CDS s.r.o. Náchod,Hradec Králové,2021/10/08 14:23:00+00,CDAL2269
2198,IREDO 376,641376,44,P-transport s.r.o.  ,11,2021/10/08 16:18:00+00,7,2021/10/08 16:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 305,642305,224,CDS s.r.o. Náchod,Hradec Králové,2021/10/08 16:23:00+00,CDAL2270
2199,IREDO 376,641376,44,P-transport s.r.o.  ,11,2021/10/08 16:18:00+00,7,2021/10/08 16:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 305,642305,24,CDS s.r.o. Náchod,Hradec Králové,2021/10/08 16:23:00+00,CDAL2271
2200,IREDO 376,641376,50,P-transport s.r.o.  ,11,2021/10/08 17:25:00+00,0,2021/10/08 17:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 305,642305,266,CDS s.r.o. Náchod,Hradec Králové,2021/10/08 17:23:00+00,CDAL2272
2201,IREDO 376,641376,50,P-transport s.r.o.  ,11,2021/10/08 17:25:00+00,0,2021/10/08 17:25:00+00,2885,"Broumov,žel.st.",10,bus,IREDO 305,642305,66,CDS s.r.o. Náchod,Hradec Králové,2021/10/08 17:23:00+00,CDAL2273
2202,IREDO 376,641376,110,P-transport s.r.o.  ,11,2021/10/08 14:15:00+00,0,2021/10/08 14:15:00+00,2885,"Broumov,žel.st.",3,bus,IREDO 376,641376,108,P-transport s.r.o.,Heřmánkovice,2021/10/08 14:09:00+00,CDAL2274
2203,IREDO 390,554,1,CDS s.r.o. Náchod,1,2021/10/08 06:10:00+00,0,2021/10/08 06:10:00+00,22487,"Náchod,aut.st.",15,bus,IREDO 392,642392,1,CDS s.r.o. Náchod,Hradce Králové,2021/10/08 06:10:00+00,CDAL2275
2204,IREDO 390,554,101,CDS s.r.o. Náchod,1,2021/10/08 06:10:00+00,0,2021/10/08 06:10:00+00,22487,"Náchod,aut.st.",15,bus,IREDO 392,642392,101,CDS s.r.o. Náchod,Hradce Králové,2021/10/08 06:10:00+00,CDAL2276
2205,IREDO 391,670391,1,BusLine LK s.r.o.  ,1,2021/10/08 07:34:59+00,0,2021/10/08 07:34:59+00, ,"Turnov,Terminál u žel.st.",10,vlak,VLAK,5405,,"České dráhy, a.s.",Liberec,2021/10/08 07:12:59+00,CDAL2277
2206,IREDO 391,670391,1,BusLine LK s.r.o.  ,10,2021/10/08 07:55:00+00,5,2021/10/08 08:00:00+00, ,Vyskeř,10,bus,540392,540392,2,"ČSAD Liberec, a.s.",Sobotka (přes Libošovice - jen v pátek),2021/10/08 07:54:00+00,CDAL2278
2207,IREDO 391,670391,5,BusLine LK s.r.o.  ,1,2021/10/08 12:45:00+00,0,2021/10/08 12:45:00+00, ,"Turnov,Terminál u žel.st.",10,vlak,VLAK,1271,,"České dráhy, a.s.",Liberec,2021/10/08 12:39:00+00,CDAL2279
2208,IREDO 391,670391,5,BusLine LK s.r.o.  ,10,2021/10/08 13:01:00+00,2,2021/10/08 13:02:59+00, ,Vyskeř,10,bus,540392,540392,6,"ČSAD Liberec, a.s.",Sobotka (přes Libošovice - jen v pátek),2021/10/08 12:59:00+00,CDAL2280
2209,IREDO 391,670391,101,BusLine LK s.r.o.  ,1,2021/10/08 07:34:59+00,0,2021/10/08 07:34:59+00, ,"Turnov,Terminál u žel.st.",10,vlak,VLAK,5405,,"České dráhy, a.s.",Liberec,2021/10/08 07:12:59+00,CDAL2281
2210,IREDO 391,670391,101,BusLine LK s.r.o.  ,10,2021/10/08 07:55:00+00,5,2021/10/08 08:00:00+00, ,Vyskeř,10,bus,540392,540392,102,"ČSAD Liberec, a.s.",Sobotka (přes Libošovice),2021/10/08 07:54:00+00,CDAL2282
2211,IREDO 391,670391,101,BusLine LK s.r.o.  ,16,2021/10/08 08:19:00+00,0,2021/10/08 08:19:00+00,49351,Troskovice,10,bus,670591,670591,101,BusLine LK s.r.o. ,Semily (přes Rovensko p.Tr.),2021/10/08 08:16:59+00,CDAL2283
2212,IREDO 391,670391,105,BusLine LK s.r.o.  ,1,2021/10/08 12:45:00+00,0,2021/10/08 12:45:00+00, ,"Turnov,Terminál u žel.st.",10,vlak,VLAK,1271,,"České dráhy, a.s.",Liberec,2021/10/08 12:39:00+00,CDAL2284
2213,IREDO 391,670391,105,BusLine LK s.r.o.  ,10,2021/10/08 13:01:00+00,2,2021/10/08 13:02:59+00, ,Vyskeř,10,bus,540392,540392,106,"ČSAD Liberec, a.s.",Sobotka (přes Libošovice),2021/10/08 12:59:00+00,CDAL2285
2214,IREDO 391,670391,105,BusLine LK s.r.o.  ,16,2021/10/08 13:21:59+00,0,2021/10/08 13:21:59+00,49351,Troskovice,10,bus,670591,670591,105,BusLine LK s.r.o. ,Semily (přes Rovensko p.Tr.),2021/10/08 13:17:00+00,CDAL2286
2215,IREDO 391,670391,4,BusLine LK s.r.o.  ,28,2021/10/08 10:04:00+00,0,2021/10/08 10:04:00+00,9257,"Holín,Pařezská Lhota,penzion",10,bus,630077,630077,204,,Sobotka (přes Mladějov),2021/10/08 09:58:00+00,CDAL2287
2216,IREDO 391,670391,8,BusLine LK s.r.o.  ,28,2021/10/08 15:07:00+00,0,2021/10/08 15:07:00+00,9257,"Holín,Pařezská Lhota,penzion",10,bus,630077,630077,208,,Sobotka (přes Mladějov),2021/10/08 14:58:00+00,CDAL2288
2217,IREDO 391,670391,104,BusLine LK s.r.o.  ,28,2021/10/08 10:04:00+00,0,2021/10/08 10:04:00+00,9257,"Holín,Pařezská Lhota,penzion",10,bus,630077,630077,104,,Sobotka (přes Mladějov),2021/10/08 09:58:00+00,CDAL2289
2218,IREDO 391,670391,108,BusLine LK s.r.o.  ,28,2021/10/08 15:07:00+00,0,2021/10/08 15:07:00+00,9257,"Holín,Pařezská Lhota,penzion",10,bus,630077,630077,108,,Sobotka (přes Mladějov),2021/10/08 14:58:00+00,CDAL2290
2219,IREDO 391,671391,3,BusLine KHK s.r.o.  ,1,2021/10/08 09:35:00+00,0,2021/10/08 09:35:00+00, ,"Turnov,Terminál u žel.st.",10,vlak,VLAK,5407,,"České dráhy, a.s.",Liberec,2021/10/08 09:13:00+00,CDAL2291
