OBJECTID,nazev,oznaceni,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,wkt,x,y,dp_id
3842,"Zelenecká Lhota,,odb.Záhuby",41806,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Zelenecká Lhota,573183,POINT(50.405354 15.167111),15.167111,50.405354,AZI4305
3843,"Zlatá Olešnice,,dolní",41905,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Zlatá Olešnice,579866,POINT(50.613099 15.94986),15.94986,50.613099,AZI4306
3844,"Zlatá Olešnice,,dolní",41905,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Zlatá Olešnice,579866,POINT(50.613338 15.949813),15.949813,50.613338,AZI4307
3845,"Zlatá Olešnice,,horní",41906,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Zlatá Olešnice,579866,POINT(50.620014 15.946833),15.946833,50.620014,AZI4308
3846,"Zlatá Olešnice,,horní",41906,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Zlatá Olešnice,579866,POINT(50.621238 15.948788),15.948788,50.621238,AZI4309
3847,"Žacléř,,Hornický skanzen",42301,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Lampertice,548804,POINT(50.669535 15.926186),15.926186,50.669535,AZI4310
3848,"Žacléř,,na jámě",42302,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.671855 15.928062),15.928062,50.671855,AZI4311
3849,"Žacléř,,na jámě",42302,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.671988 15.92802),15.92802,50.671988,AZI4312
3850,"Žacléř,,nám.",42303,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.652259 15.906487),15.906487,50.652259,AZI4313
3851,"Žacléř,,nám.",42303,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.652678 15.906903),15.906903,50.652678,AZI4314
3852,"Žacléř,,porcelánka",42304,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.659757 15.907792),15.907792,50.659757,AZI4315
3853,"Žacléř,,porcelánka",42304,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.659456 15.907653),15.907653,50.659456,AZI4316
3854,"Žacléř,Prkenný Důl",42305,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.649941 15.899587),15.899587,50.649941,AZI4317
3855,"Žacléř,Prkenný Důl",42305,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.649809 15.899706),15.899706,50.649809,AZI4318
3856,"Žacléř,,rozc.Bobr",42306,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.673321 15.918809),15.918809,50.673321,AZI4319
3857,"Žacléř,,rozc.Bobr",42306,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.673305 15.918629),15.918629,50.673305,AZI4320
3858,"Žacléř,,žel.st.",42307,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.663964 15.911001),15.911001,50.663964,AZI4321
3859,"Žacléř,,žel.st.",42307,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Žacléř,579874,POINT(50.662233 15.909189),15.909189,50.662233,AZI4322
3860,"Žďár n.Met.,,náves",42450,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďár nad Metují,574686,POINT(50.538916 16.213683),16.213683,50.538916,AZI4333
3861,"Žďár n.Met.,,náves",42450,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďár nad Metují,574686,POINT(50.538797 16.213705),16.213705,50.538797,AZI4334
3862,"Žďár n.Met.,,žel.zast.",42451,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďár nad Metují,574686,POINT(50.538812 16.207985),16.207985,50.538812,AZI4335
3863,"Žďár n.Met.,,žel.zast.",42451,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďár nad Metují,574686,POINT(50.538736 16.207766),16.207766,50.538736,AZI4336
3864,"Žďár n.Orl.,,odb.Horní Žďár",42457,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Žďár nad Orlicí,576956,POINT(50.125966 16.065794),16.065794,50.125966,AZI4337
3865,"Žďár n.Orl.,,odb.Horní Žďár",42457,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Žďár nad Orlicí,576956,POINT(50.126081 16.065872),16.065872,50.126081,AZI4338
3866,"Žďár n.Orl.,,hostinec",42458,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Žďár nad Orlicí,576956,POINT(50.119514 16.068907),16.068907,50.119514,AZI4339
3867,"Žďár n.Orl.,,hostinec",42458,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Žďár nad Orlicí,576956,POINT(50.119583 16.069123),16.069123,50.119583,AZI4340
3868,"Žďárky,,has.zbroj.",42498,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďárky,574694,POINT(50.468384 16.226202),16.226202,50.468384,AZI4341
3869,"Žďárky,,has.zbroj.",42498,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďárky,574694,POINT(50.46827 16.226514),16.226514,50.46827,AZI4342
3870,"Žďárky,,most",42499,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďárky,574694,POINT(50.465181 16.224299),16.224299,50.465181,AZI4343
3871,"Žďárky,,most",42499,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žďárky,574694,POINT(50.465204 16.224377),16.224377,50.465204,AZI4344
3872,"Železnice,,škola",42619,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.472184 15.386867),15.386867,50.472184,AZI4345
3873,"Železnice,,škola",42619,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.47244 15.386915),15.386915,50.47244,AZI4346
3874,"Železnice,Cidlina,has.zbroj.",42620,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.494293 15.346189),15.346189,50.494293,AZI4347
3875,"Železnice,Cidlina,has.zbroj.",42620,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.494287 15.346051),15.346051,50.494287,AZI4348
3876,"Železnice,Doubravice",42622,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.490642 15.364783),15.364783,50.490642,AZI4349
3877,"Železnice,Těšín",42624,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.465525 15.389724),15.389724,50.465525,AZI4350
3878,"Železnice,Těšín",42624,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.465578 15.389904),15.389904,50.465578,AZI4351
3879,"Železnice,Zámezí",42625,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.477709 15.356496),15.356496,50.477709,AZI4352
3880,"Železnice,Zámezí",42625,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Železnice,573825,POINT(50.477762 15.356573),15.356573,50.477762,AZI4353
3881,"Žeretice,,náves",42725,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žeretice,573833,POINT(50.354289 15.414699),15.414699,50.354289,AZI4354
3882,"Žeretice,,náves",42725,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žeretice,573833,POINT(50.354346 15.41458),15.41458,50.354346,AZI4355
3883,"Žeretice,Hradíšťko,odb.",42726,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žeretice,573833,POINT(50.355434 15.431052),15.431052,50.355434,AZI4356
3884,"Žeretice,Hradíšťko,odb.",42726,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žeretice,573833,POINT(50.355484 15.430958),15.430958,50.355484,AZI4357
3885,"Žeretice,Vlhošť",42727,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žeretice,573833,POINT(50.346362 15.419249),15.419249,50.346362,AZI4358
3886,"Žeretice,Vlhošť",42727,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žeretice,573833,POINT(50.346342 15.419141),15.419141,50.346342,AZI4359
3887,Žernov,42732,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žernov,574708,POINT(50.431471 16.059045),16.059045,50.431471,AZI4360
3888,Žernov,42732,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Žernov,574708,POINT(50.431556 16.059118),16.059118,50.431556,AZI4361
3889,"Česká Skalice,Zlíč,pod Žernovem",42733,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Česká Skalice,573990,POINT(50.42223 16.061222),16.061222,50.42223,AZI4362
3890,"Česká Skalice,Zlíč,pod Žernovem",42733,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Česká Skalice,573990,POINT(50.423003 16.061061),16.061061,50.423003,AZI4363
3891,Židovice,42790,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Židovice,573841,POINT(50.295104 15.318166),15.318166,50.295104,AZI4368
3892,Židovice,42790,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Židovice,573841,POINT(50.295039 15.31819),15.31819,50.295039,AZI4369
3893,"Hořiněves,Žíželeves",42954,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Hořiněves,570044,POINT(50.332145 15.75809),15.75809,50.332145,AZI4378
3894,"Hořiněves,Žíželeves",42954,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Hořiněves,570044,POINT(50.332201 15.758211),15.758211,50.332201,AZI4379
3895,Vrchovnice,42955,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Vrchovnice,548057,POINT(50.323852 15.757854),15.757854,50.323852,AZI4380
3896,Vrchovnice,42955,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Vrchovnice,548057,POINT(50.323936 15.757904),15.757904,50.323936,AZI4381
3897,"Hořiněves,Želkovice",42956,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Hořiněves,570044,POINT(50.328236 15.749578),15.749578,50.328236,AZI4382
3898,"Hořiněves,Želkovice",42956,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Hořiněves,570044,POINT(50.328252 15.749711),15.749711,50.328252,AZI4383
3899,Žlunice,42989,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žlunice,573850,POINT(50.302166 15.383179),15.383179,50.302166,AZI4395
3900,Žlunice,42989,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Žlunice,573850,POINT(50.302202 15.382758),15.382758,50.302202,AZI4396
3901,"Ostroměř,,muzeum",46238,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Ostroměř,573272,POINT(50.37458 15.543374),15.543374,50.37458,AZI4399
3902,"Kostelec n.Orl.,,Ferodo",46996,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.120724 16.207115),16.207115,50.120724,AZI4400
3903,"Kostelec n.Orl.,,Ferodo",46996,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.120641 16.207229),16.207229,50.120641,AZI4401
3904,"Kostelec n.Orl.,,firma Rojek",46997,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.116655 16.209348),16.209348,50.116655,AZI4402
3905,"Voděrady,Uhřínovice,odb.Ježkovice",47286,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Voděrady,576891,POINT(50.188339 16.162353),16.162353,50.188339,AZI4405
3906,"Voděrady,Uhřínovice,odb.Ježkovice",47286,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Voděrady,576891,POINT(50.188463 16.162381),16.162381,50.188463,AZI4406
3907,"Javornice,,Jaroslav",47316,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Javornice,576336,POINT(50.185164 16.321961),16.321961,50.185164,AZI4407
3908,"Javornice,,Jaroslav",47316,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Javornice,576336,POINT(50.185255 16.322169),16.322169,50.185255,AZI4408
3909,"Libuň,,náves",47324,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Libuň,573124,POINT(50.497704 15.298446),15.298446,50.497704,AZI4409
3910,"Prasek,,škola",47356,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Prasek,570648,POINT(50.233045 15.562715),15.562715,50.233045,AZI4410
3911,"Prasek,,škola",47356,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Prasek,570648,POINT(50.232941 15.562809),15.562809,50.232941,AZI4411
3912,"Rychnov n.Kněž.,,sídl.Nad Habrovou",47359,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.174284 16.297566),16.297566,50.174284,AZI4412
3913,"Hradec Králové,,Labská",47445,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Hradec Králové,569810,POINT(50.205116 15.820462),15.820462,50.205116,AZI4413
3914,"Rohenice,,Roheničky",47690,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Rohenice,548669,POINT(50.305509 16.050549),16.050549,50.305509,AZI4414
3915,"Rohenice,,Roheničky",47690,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Rohenice,548669,POINT(50.305495 16.050112),16.050112,50.305495,AZI4415
3916,"Rychnov n.Kněž.,,Zbuzany",47691,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.152548 16.273653),16.273653,50.152548,AZI4416
3917,"Rychnov n.Kněž.,,Zbuzany",47691,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.152632 16.273886),16.273886,50.152632,AZI4417
3918,"Dolní Lochov,,ObÚ",47831,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Dolní Lochov,549088,POINT(50.451911 15.286384),15.286384,50.451911,AZI4420
3919,"Dolní Lochov,,ObÚ",47831,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Dolní Lochov,549088,POINT(50.451974 15.286419),15.286419,50.451974,AZI4421
3920,"Jinolice,,žel.přejezd",47846,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jinolice,549151,POINT(50.478405 15.335027),15.335027,50.478405,AZI4422
3921,"Jinolice,,žel.přejezd",47846,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jinolice,549151,POINT(50.477503 15.335954),15.335954,50.477503,AZI4423
3922,"Vidochov,,horní",47874,Královéhradecký kraj,CZ052,Jičín,CZ0522,Nová Paka,5210,Vidochov,573736,POINT(50.513583 15.56016),15.56016,50.513583,AZI4424
3923,"Vidochov,,horní",47874,Královéhradecký kraj,CZ052,Jičín,CZ0522,Nová Paka,5210,Vidochov,573736,POINT(50.513511 15.560203),15.560203,50.513511,AZI4425
3924,"Lázně Bělohrad,Dolní N.Ves,továrna",47896,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Lázně Bělohrad,573094,POINT(50.415221 15.584113),15.584113,50.415221,AZI4426
3925,"Lázně Bělohrad,Dolní N.Ves,továrna",47896,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Lázně Bělohrad,573094,POINT(50.415324 15.584323),15.584323,50.415324,AZI4427
3926,"Jaroměř,,Na Vrších",48734,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Jaroměř,574121,POINT(50.363308 15.91605),15.91605,50.363308,AZI4428
3927,"Jaroměř,,Na Vrších",48734,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Jaroměř,574121,POINT(50.36307 15.916222),15.916222,50.36307,AZI4429
3928,"Meziměstí,,zdravotní středisko",48786,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Meziměstí,574252,POINT(50.627222 16.241171),16.241171,50.627222,AZI4430
3929,"Meziměstí,,zdravotní středisko",48786,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Meziměstí,574252,POINT(50.627306 16.240824),16.240824,50.627306,AZI4431
3930,"Černilov,,Ouliště",48971,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Černilov,569917,POINT(50.241843 15.900887),15.900887,50.241843,AZI4432
3931,"Černilov,,Ouliště",48971,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Černilov,569917,POINT(50.241819 15.900638),15.900638,50.241819,AZI4433
3932,"Červená Hora,,ObÚ",48994,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Červená Hora,505099,POINT(50.448005 16.058804),16.058804,50.448005,AZI4434
3933,"Červená Hora,,ObÚ",48994,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Červená Hora,505099,POINT(50.4479 16.058681),16.058681,50.4479,AZI4435
3934,"Heřmanice,,ObÚ",48996,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Heřmanice,574040,POINT(50.379321 15.919846),15.919846,50.379321,AZI4436
3935,"Heřmanice,,ObÚ",48996,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Heřmanice,574040,POINT(50.37914 15.91905),15.91905,50.37914,AZI4437
3936,"Říkov,,AGRO",49117,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Říkov,530786,POINT(50.379388 16.029667),16.029667,50.379388,AZI4438
3937,"Říkov,,AGRO",49117,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Říkov,530786,POINT(50.378798 16.030211),16.030211,50.378798,AZI4439
3938,"Sobotka,,žel.st.",49184,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Sobotka,573493,POINT(50.46543 15.168488),15.168488,50.46543,AZI4442
3939,"Sobotka,,koupaliště",49185,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Sobotka,573493,POINT(50.474983 15.169155),15.169155,50.474983,AZI4443
3940,"Sobotka,,koupaliště",49185,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Sobotka,573493,POINT(50.474922 15.169096),15.169096,50.474922,AZI4444
3941,"Rychnov n.Kněž.,,Masarykova-Sibiř",49224,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.168496 16.283852),16.283852,50.168496,AZI4445
3942,"Rychnov n.Kněž.,,koupaliště Včelné",49225,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.170722 16.302726),16.302726,50.170722,AZI4446
3943,"Rychnov n.Kněž.,,Lidické nám.",49226,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.162309 16.285488),16.285488,50.162309,AZI4447
3944,"Rychnov n.Kněž.,,Lidické nám.",49226,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.161819 16.285824),16.285824,50.161819,AZI4448
3945,"Rychnov n.Kněž.,,Mírová",49228,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.159514 16.284541),16.284541,50.159514,AZI4449
3946,"Rychnov n.Kněž.,,Mírová",49228,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.159557 16.284929),16.284929,50.159557,AZI4450
3947,"Rychnov n.Kněž.,Lipovka,Velká Lipovka",49233,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.178202 16.255561),16.255561,50.178202,AZI4451
3948,"Rychnov n.Kněž.,Lipovka,Velká Lipovka",49233,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.178401 16.255801),16.255801,50.178401,AZI4452
3949,"Rychnov n.Kněž.,,Ekologická",49259,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.154009 16.275932),16.275932,50.154009,AZI4453
3950,"Rychnov n.Kněž.,,Ekologická",49259,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.153964 16.275752),16.275752,50.153964,AZI4454
3951,"Rychnov n.Kněž.,,Staré nám.",49262,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.163234 16.274021),16.274021,50.163234,AZI4457
3952,"Rychnov n.Kněž.,,hřbitov",49263,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.155405 16.273042),16.273042,50.155405,AZI4458
3953,"Rychnov n.Kněž.,,Městská knihovna",49280,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.1621 16.280224),16.280224,50.1621,AZI4459
3954,"Rychnov n.Kněž.,,Městská knihovna",49280,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.162195 16.280261),16.280261,50.162195,AZI4460
3955,"Vamberk,Merklovice,horní",49330,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Vamberk,576883,POINT(50.110391 16.315454),16.315454,50.110391,AZI4461
3956,"Vamberk,Merklovice,horní",49330,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Vamberk,576883,POINT(50.110418 16.315276),16.315276,50.110418,AZI4462
3957,"Rychnov n.Kněž.,,Strojnická",49358,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.157862 16.277644),16.277644,50.157862,AZI4465
3958,"Rychnov n.Kněž.,,Strojnická",49358,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.157523 16.277811),16.277811,50.157523,AZI4466
3959,"Rychnov n.Kněž.,Dlouhá Ves,kovovýroba",49398,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.151661 16.287408),16.287408,50.151661,AZI4467
3960,"Rychnov n.Kněž.,Dlouhá Ves,kovovýroba",49398,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.151693 16.287256),16.287256,50.151693,AZI4468
3961,"Libošovice,,horní",49410,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Libošovice,573116,POINT(50.49514 15.169091),15.169091,50.49514,AZI4469
3962,"Holín,Prachov,Vyhnálov",49423,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Holín,572900,POINT(50.459633 15.308124),15.308124,50.459633,AZI4470
3963,"Holín,Prachov,Vyhnálov",49423,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Holín,572900,POINT(50.459682 15.308231),15.308231,50.459682,AZI4471
3964,"Rychnov n.Kněž.,Lipovka,MATRIX",49424,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.18126 16.258268),16.258268,50.18126,AZI4472
3965,"Rychnov n.Kněž.,Lipovka,MATRIX",49424,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,POINT(50.181226 16.258498),16.258498,50.181226,AZI4473
3966,"Dolní Olešnice,,Wonkův mlýn",49430,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Dolní Olešnice,579173,POINT(50.503474 15.742291),15.742291,50.503474,AZI4474
3967,"Dolní Olešnice,,Wonkův mlýn",49430,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Dolní Olešnice,579173,POINT(50.503265 15.742213),15.742213,50.503265,AZI4475
3968,"Jasenná,,u Dubnových",49440,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Jasenná,574139,POINT(50.331544 15.994456),15.994456,50.331544,AZI4476
3969,"Jasenná,,u Dubnových",49440,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Jasenná,574139,POINT(50.3316 15.994529),15.994529,50.3316,AZI4477
3970,"Jasenná,,u Slezákových",49441,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Jasenná,574139,POINT(50.327679 15.997238),15.997238,50.327679,AZI4478
3971,"Jasenná,,u Slezákových",49441,Královéhradecký kraj,CZ052,Náchod,CZ0523,Jaroměř,5206,Jasenná,574139,POINT(50.32755 15.997103),15.997103,50.32755,AZI4479
3972,"Rokytnice v Orl.h.,,žel.st.",49530,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rokytnice v Orlických horách,576701,POINT(50.162101 16.465071),16.465071,50.162101,AZI4480
3973,"Rokytnice v Orl.h.,,žel.st.",49530,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rokytnice v Orlických horách,576701,POINT(50.162264 16.464924),16.464924,50.162264,AZI4481
