OBJECTID,nazev,oznaceni,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,wkt,x,y,dp_id
1,"Adršpach,Dolní Adršpach,zámek",38,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.618616 16.108505),16.108505,50.618616,AZI1
2,"Adršpach,Dolní Adršpach,zámek",38,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.618711 16.108444),16.108444,50.618711,AZI2
3,"Adršpach,Dolní Adršpach,odb.Zdoňov",39,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.616431 16.132747),16.132747,50.616431,AZI3
4,"Adršpach,Dolní Adršpach,odb.Zdoňov",39,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.616562 16.132786),16.132786,50.616562,AZI4
5,"Adršpach,Horní Adršpach,žel.zast.",40,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.624189 16.083921),16.083921,50.624189,AZI5
6,"Adršpach,Horní Adršpach,žel.zast.",40,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.624284 16.083565),16.083565,50.624284,AZI6
7,"Adršpach,Dolní Adršpach,skály",41,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.61706 16.121417),16.121417,50.61706,AZI7
8,"Adršpach,Dolní Adršpach,skály",41,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Adršpach,547786,POINT(50.617155 16.121367),16.121367,50.617155,AZI8
9,"Albrechtice n.Orl.,,obchodní centrum",59,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.144239 16.06185),16.06185,50.144239,AZI9
10,"Albrechtice n.Orl.,,obchodní centrum",59,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.144319 16.061564),16.061564,50.144319,AZI10
11,"Nová Ves,,Kvartýr",60,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.137986 16.039748),16.039748,50.137986,AZI11
12,"Nová Ves,,Kvartýr",60,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.138011 16.039855),16.039855,50.138011,AZI12
13,"Albrechtice n.Orl.,,1.máje",61,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.138668 16.062054),16.062054,50.138668,AZI14
14,"Albrechtice n.Orl.,,1.máje",61,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.140083 16.063652),16.063652,50.140083,AZI15
15,"Albrechtice n.Orl.,,Borek",62,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.14297 16.056257),16.056257,50.14297,AZI16
16,"Albrechtice n.Orl.,,Borek",62,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Albrechtice nad Orlicí,576077,POINT(50.143 16.055944),16.055944,50.143,AZI17
17,"Bačalky,,horní",240,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bačalky,553701,POINT(50.385131 15.152377),15.152377,50.385131,AZI18
18,"Bačalky,,horní",240,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bačalky,553701,POINT(50.385201 15.152424),15.152424,50.385201,AZI19
19,"Bačalky,,střed",241,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bačalky,553701,POINT(50.383199 15.161805),15.161805,50.383199,AZI20
20,"Bačalky,,střed",241,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bačalky,553701,POINT(50.383263 15.161846),15.161846,50.383263,AZI21
21,"Bačalky,Lično",242,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bačalky,553701,POINT(50.38368 15.171592),15.171592,50.38368,AZI22
22,"Bačalky,Lično",242,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Bačalky,553701,POINT(50.383738 15.17147),15.17147,50.383738,AZI23
23,"Bačetín,,ObÚ",243,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.300189 16.235494),16.235494,50.300189,AZI24
24,"Bačetín,,ObÚ",243,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.300262 16.235216),16.235216,50.300262,AZI25
25,"Bačetín,,Brtva",244,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.298841 16.220981),16.220981,50.298841,AZI26
26,"Bačetín,,Brtva",244,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.298896 16.220964),16.220964,50.298896,AZI27
27,"Bačetín,,odb.Sudín",245,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.296558 16.239813),16.239813,50.296558,AZI28
28,"Bačetín,,odb.Sudín",245,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.296464 16.240038),16.240038,50.296464,AZI29
29,"Bačetín,Sudín,farma",247,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.296444 16.246941),16.246941,50.296444,AZI30
30,"Bačetín,Sudín,farma",247,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bačetín,576085,POINT(50.296353 16.246847),16.246847,50.296353,AZI31
31,"Barchov,,ObÚ",508,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Barchov,569836,POINT(50.197389 15.567788),15.567788,50.197389,AZI32
32,"Barchov,,ObÚ",508,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Barchov,569836,POINT(50.197498 15.567336),15.567336,50.197498,AZI33
33,"Bartošovice v Orl.h.,,horní",528,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.168524 16.528187),16.528187,50.168524,AZI34
34,"Bartošovice v Orl.h.,,horní",528,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.16864 16.528077),16.528077,50.16864,AZI35
35,"Bartošovice v Orl.h.,,ObÚ",530,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.164019 16.547592),16.547592,50.164019,AZI36
36,"Bartošovice v Orl.h.,,ObÚ",530,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.163981 16.546939),16.546939,50.163981,AZI37
37,"Bartošovice v Orl.h.,,Neratov",532,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.214505 16.551831),16.551831,50.214505,AZI38
38,"Bartošovice v Orl.h.,,Neratov",532,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.214354 16.551754),16.551754,50.214354,AZI39
39,"Bartošovice v Orl.h.,,Nová Ves",533,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.241494 16.511978),16.511978,50.241494,AZI40
40,"Bartošovice v Orl.h.,,Nová Ves",533,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.241376 16.512154),16.512154,50.241376,AZI41
41,"Bartošovice v Orl.h.,,Nová Ves ch.Orlice",534,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.2373 16.524444),16.524444,50.2373,AZI42
42,"Bartošovice v Orl.h.,,Nová Ves ch.Orlice",534,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.237209 16.524379),16.524379,50.237209,AZI43
43,"Bartošovice v Orl.h.,,Nová Ves kaple",535,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.239977 16.518893),16.518893,50.239977,AZI44
44,"Bartošovice v Orl.h.,,Nová Ves kaple",535,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.239906 16.518847),16.518847,50.239906,AZI45
45,"Bartošovice v Orl.h.,,Podlesí",536,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.231329 16.542499),16.542499,50.231329,AZI46
46,"Bartošovice v Orl.h.,,Podlesí",536,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.231302 16.542409),16.542409,50.231302,AZI47
47,"Bartošovice v Orl.h.,Vrchní Orlice",537,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.181754 16.554156),16.554156,50.181754,AZI48
48,"Bartošovice v Orl.h.,Vrchní Orlice",537,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bartošovice v Orlických horách,576093,POINT(50.181763 16.553989),16.553989,50.181763,AZI49
49,Bašnice,559,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Bašnice,572667,POINT(50.334449 15.605056),15.605056,50.334449,AZI50
50,Bašnice,559,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Bašnice,572667,POINT(50.334531 15.605057),15.605057,50.334531,AZI51
51,"Batňovice,,Verpán",576,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.511371 16.053033),16.053033,50.511371,AZI52
52,"Batňovice,,Verpán",576,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.51132 16.05283),16.05283,50.51132,AZI53
53,"Batňovice,,ObÚ",577,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.515813 16.047351),16.047351,50.515813,AZI54
54,"Batňovice,,ObÚ",577,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.515974 16.046483),16.046483,50.515974,AZI55
55,"Batňovice,,Na Mýtě",578,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.514178 16.032024),16.032024,50.514178,AZI56
56,"Batňovice,,Na Mýtě",578,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.513869 16.031656),16.031656,50.513869,AZI57
57,"Batňovice,,kostel",579,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.518291 16.038124),16.038124,50.518291,AZI58
58,"Batňovice,,kostel",579,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Batňovice,579041,POINT(50.518236 16.038413),16.038413,50.518236,AZI59
59,Běchary,673,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Běchary,572675,POINT(50.313873 15.292806),15.292806,50.313873,AZI60
60,Běchary,673,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Běchary,572675,POINT(50.313815 15.292687),15.292687,50.313815,AZI61
61,"Běleč n.Orl.,,náves",822,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Běleč nad Orlicí,569852,POINT(50.197655 15.941858),15.941858,50.197655,AZI62
62,"Běleč n.Orl.,,náves",822,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Běleč nad Orlicí,569852,POINT(50.197646 15.9422),15.9422,50.197646,AZI63
63,"Běleč n.Orl.,,náves",822,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Běleč nad Orlicí,569852,POINT(50.197481 15.942411),15.942411,50.197481,AZI64
64,"Benátky n.Bystř.,,Rybníček",883,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Benátky,569861,POINT(50.311128 15.734413),15.734413,50.311128,AZI65
65,"Benátky n.Bystř.,,Rybníček",883,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Benátky,569861,POINT(50.31111 15.734328),15.734328,50.31111,AZI66
66,"Bernartice,,Juta",1033,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Bernartice,579050,POINT(50.650639 15.968044),15.968044,50.650639,AZI73
67,"Bernartice,,Juta",1033,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Bernartice,579050,POINT(50.650444 15.967968),15.967968,50.650444,AZI74
68,"Bernartice,,nám.",1034,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Bernartice,579050,POINT(50.64626 15.964931),15.964931,50.64626,AZI75
69,"Bernartice,,nám.",1034,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Bernartice,579050,POINT(50.646221 15.965187),15.965187,50.646221,AZI76
70,"Bernartice,Křenov",1035,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Bernartice,579050,POINT(50.640938 15.935262),15.935262,50.640938,AZI77
71,"Lužec n.Cidl.,,odb.Vlkov",1072,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Lužec nad Cidlinou,570362,POINT(50.200628 15.398046),15.398046,50.200628,AZI79
72,"Lužec n.Cidl.,,odb.Vlkov",1072,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Lužec nad Cidlinou,570362,POINT(50.200656 15.398144),15.398144,50.200656,AZI80
73,"Bezděkov n.Met.,,pohostinství",1140,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.509918 16.229179),16.229179,50.509918,AZI81
74,"Bezděkov n.Met.,,pohostinství",1140,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.509942 16.229882),16.229882,50.509942,AZI82
75,"Velké Petrovice,,Kozinek",1141,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Velké Petrovice,574571,POINT(50.501405 16.20481),16.20481,50.501405,AZI83
76,"Velké Petrovice,,Kozinek",1141,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Velké Petrovice,574571,POINT(50.501653 16.205843),16.205843,50.501653,AZI84
77,"Bezděkov n.Met.,,Mýto",1142,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.507137 16.214558),16.214558,50.507137,AZI85
78,"Bezděkov n.Met.,,Mýto",1142,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.506969 16.214459),16.214459,50.506969,AZI86
79,"Bezděkov n.Met.,,na otáčce",1143,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.507867 16.228396),16.228396,50.507867,AZI87
80,"Bezděkov n.Met.,,na otáčce",1143,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.507997 16.228394),16.228394,50.507997,AZI88
81,"Bezděkov n.Met.,,žel.st.Police n.Met.",1144,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.514021 16.212878),16.212878,50.514021,AZI89
82,"Bezděkov n.Met.,,žel.st.Police n.Met.",1144,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Bezděkov nad Metují,573884,POINT(50.513401 16.212946),16.212946,50.513401,AZI90
83,"Bílá Třemešná,,U Kaiserů",1240,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.442445 15.748353),15.748353,50.442445,AZI91
84,"Bílá Třemešná,,U Kaiserů",1240,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.442822 15.746193),15.746193,50.442822,AZI92
85,"Bílá Třemešná,,u kostela",1241,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.445499 15.739211),15.739211,50.445499,AZI93
86,"Bílá Třemešná,,u kostela",1241,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.446051 15.738322),15.738322,50.446051,AZI94
87,"Bílá Třemešná,,žel.st.",1242,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.451497 15.73383),15.73383,50.451497,AZI95
88,"Bílá Třemešná,,žel.st.",1242,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.451509 15.73396),15.73396,50.451509,AZI96
89,Dolní Brusnice,1243,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Dolní Brusnice,554863,POINT(50.457839 15.728349),15.728349,50.457839,AZI97
90,Dolní Brusnice,1243,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Dolní Brusnice,554863,POINT(50.457979 15.728407),15.728407,50.457979,AZI98
91,"Horní Brusnice,,odb.Souvrať",1244,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Horní Brusnice,579238,POINT(50.463902 15.719279),15.719279,50.463902,AZI99
92,"Horní Brusnice,,odb.Souvrať",1244,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Horní Brusnice,579238,POINT(50.463944 15.719438),15.719438,50.463944,AZI100
93,"Bílá Třemešná,Nové Lesy",1245,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.439531 15.768141),15.768141,50.439531,AZI101
94,"Bílá Třemešná,Nové Lesy",1245,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.439816 15.767771),15.767771,50.439816,AZI102
95,"Bílá Třemešná,,Spořilov",1246,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.443016 15.757943),15.757943,50.443016,AZI103
96,"Bílá Třemešná,,Spořilov",1246,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílá Třemešná,579068,POINT(50.443363 15.757004),15.757004,50.443363,AZI104
97,"Bílé Poličany,,ObÚ",1263,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílé Poličany,579076,POINT(50.390887 15.732649),15.732649,50.390887,AZI105
98,"Bílé Poličany,,ObÚ",1263,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílé Poličany,579076,POINT(50.390813 15.732206),15.732206,50.390813,AZI106
99,"Bílé Poličany,,u Ervů",1264,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílé Poličany,579076,POINT(50.390768 15.745291),15.745291,50.390768,AZI107
100,"Bílé Poličany,,u Ervů",1264,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Bílé Poličany,579076,POINT(50.39071 15.745337),15.745337,50.39071,AZI108
101,Bílsko u Hořic,1357,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Bílsko u Hořic,548901,POINT(50.369764 15.600033),15.600033,50.369764,AZI109
102,Bílsko u Hořic,1357,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Bílsko u Hořic,548901,POINT(50.369793 15.601529),15.601529,50.369793,AZI110
103,"Bílý Újezd,,motorest",1376,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bílý Újezd,576107,POINT(50.239893 16.225273),16.225273,50.239893,AZI111
104,"Bílý Újezd,,motorest",1376,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bílý Újezd,576107,POINT(50.238566 16.225713),16.225713,50.238566,AZI112
105,"Bílý Újezd,Hroška",1378,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bílý Újezd,576107,POINT(50.232459 16.205339),16.205339,50.232459,AZI113
106,"Bílý Újezd,Hroška",1378,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Bílý Újezd,576107,POINT(50.232547 16.205458),16.205458,50.232547,AZI114
107,"Blešno,,ObÚ",1570,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Blešno,569879,POINT(50.214111 15.930441),15.930441,50.214111,AZI115
108,"Blešno,,ObÚ",1570,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Blešno,569879,POINT(50.213816 15.931177),15.931177,50.213816,AZI116
109,"Třebechovice p.Oreb.,Nepasice,škola",1571,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Třebechovice pod Orebem,571041,POINT(50.209961 15.946143),15.946143,50.209961,AZI117
110,"Třebechovice p.Oreb.,Nepasice,škola",1571,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Třebechovice pod Orebem,571041,POINT(50.209792 15.946819),15.946819,50.209792,AZI118
111,"Boháňka,,ObÚ",1687,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.363513 15.708041),15.708041,50.363513,AZI119
112,"Boháňka,,ObÚ",1687,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.36344 15.708044),15.708044,50.36344,AZI120
113,"Boháňka,Chloumek",1689,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.365396 15.690609),15.690609,50.365396,AZI121
114,"Boháňka,Chloumek",1689,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.365307 15.690628),15.690628,50.365307,AZI122
115,"Boháňka,Skála",1690,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.356334 15.720174),15.720174,50.356334,AZI123
116,"Boháňka,Skála",1690,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.356306 15.72007),15.72007,50.356306,AZI124
117,"Boháňka,Votuz",1692,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.357611 15.69764),15.69764,50.357611,AZI125
118,"Boháňka,Votuz",1692,Královéhradecký kraj,CZ052,Jičín,CZ0522,Hořice,5204,Boháňka,572705,POINT(50.357581 15.69774),15.69774,50.357581,AZI126
119,Boharyně,1693,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.203847 15.633253),15.633253,50.203847,AZI127
120,Boharyně,1693,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.203797 15.633328),15.633328,50.203797,AZI128
121,"Boharyně,Homyle,kříž",1694,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.2016 15.640895),15.640895,50.2016,AZI129
122,"Boharyně,Homyle,kříž",1694,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.201725 15.640483),15.640483,50.201725,AZI130
123,Puchlovice,1695,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Puchlovice,573531,POINT(50.185246 15.626829),15.626829,50.185246,AZI131
124,Puchlovice,1695,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Puchlovice,573531,POINT(50.185246 15.626829),15.626829,50.185246,AZI132
125,"Boharyně,Trnava",1696,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.1924 15.60307),15.60307,50.1924,AZI133
126,"Boharyně,Trnava",1696,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.192368 15.603153),15.603153,50.192368,AZI134
127,"Boharyně,Trnava,odb.Malé Babice",1697,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.19739 15.605089),15.605089,50.19739,AZI135
128,"Boharyně,Trnava,odb.Malé Babice",1697,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.197301 15.60525),15.60525,50.197301,AZI136
129,"Boharyně,Zvíkov",1698,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.211631 15.607977),15.607977,50.211631,AZI137
130,"Boharyně,Zvíkov",1698,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Boharyně,569887,POINT(50.211708 15.607954),15.607954,50.211708,AZI138
131,Bohdašín,1733,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.346478 16.233049),16.233049,50.346478,AZI139
132,Bohdašín,1733,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.338211 16.224339),16.224339,50.338211,AZI140
133,"Bohdašín,,Bydlo",1734,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Bohdašín,576115,POINT(50.353947 16.229396),16.229396,50.353947,AZI141
